row_id,order_id,order_date,ship_date,ship_mode,customer_id,country_region,city,state_province,postal_code,division,region,product_id,product_name,sales,units,gross_profit,cost,adjusted_lead_time,order_month,order_quarter,order_weekday,order_year,is_holiday_season,profit_margin_pct,profit_per_unit,cost_per_unit,product_popularity_rank,product_revenue_rank,product_profit_rank,region_demand_share,state_revenue_share,is_cross_border,ship_mode_ordinal,factory,factory_lat,factory_lon,region_lat,region_lon,factory_region_distance_km,closest_factory_distance_km,closest_factory_name,distance_vs_closest_ratio,factory_utilization_score
7604,US-2024-140298-CHO-MIL-31000,2025-05-11,2029-11-07,Standard Class,140298,United States,Austin,Texas,78745,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,1641,5,2,6,2025,0,64.92307692307692,2.11,1.14,1,3,3,0.22596120581762508,0.09462368822127068,0,1,Wicked Choccy's,29.7604,-95.3698,39.5,-98.35,1116.6,941.0,Secret Factory,1.1866,0.4073
7605,US-2024-115322-CHO-NUT-13000,2025-05-11,2029-11-06,Second Class,115322,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,1640,5,2,6,2025,0,71.34670487106017,2.4899999999999998,1.0,5,5,4,0.2905641504594007,0.10961089090468343,0,2,Lot's O' Nuts,40.7128,-74.006,35.75,-79.0,703.1,703.1,Lot's O' Nuts,1.0,0.5584
7606,US-2024-133823-CHO-SCR-58000,2025-05-11,2029-11-02,Same Day,133823,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1636,5,2,6,2025,0,69.44444444444444,2.5,1.1,2,2,1,0.3265647099033929,0.048814873762224875,0,4,Lot's O' Nuts,40.7128,-74.006,37.5,-120.0,3939.3,414.8,Sugar Shack,9.4969,0.5584
7607,US-2024-133823-CHO-TRI-54000,2025-05-11,2029-11-02,Same Day,133823,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1636,5,2,6,2025,0,65.33333333333333,2.4499999999999997,1.3,3,1,2,0.3265647099033929,0.048814873762224875,0,4,Wicked Choccy's,29.7604,-95.3698,37.5,-120.0,2428.5,414.8,Sugar Shack,5.8546,0.4073
7608,US-2024-133823-CHO-MIL-31000,2025-05-11,2029-11-02,Same Day,133823,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,1636,5,2,6,2025,0,64.92307692307693,2.11,1.14,1,3,3,0.3265647099033929,0.048814873762224875,0,4,Wicked Choccy's,29.7604,-95.3698,37.5,-120.0,2428.5,414.8,Sugar Shack,5.8546,0.4073
7609,US-2024-140298-CHO-FUD-51000,2025-05-11,2029-11-07,Standard Class,140298,United States,Austin,Texas,78745,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,1641,5,2,6,2025,0,66.66666666666666,2.4,1.2,4,4,5,0.22596120581762508,0.09462368822127068,0,1,Lot's O' Nuts,40.7128,-74.006,39.5,-98.35,2068.1,941.0,Secret Factory,2.1978,0.5584
7610,US-2024-140298-OTH-GUM-21000,2025-05-11,2029-11-07,Standard Class,140298,United States,Austin,Texas,78745,Other,Interior,OTH-GUM-21000,Wonka Gum,2.5,2,1.3,1.2,1641,5,2,6,2025,0,52.0,0.65,0.6,6,8,7,0.22596120581762508,0.09462368822127068,0,1,Secret Factory,41.8781,-87.6298,39.5,-98.35,941.0,941.0,Secret Factory,1.0,0.0213
7611,US-2024-122175-CHO-SCR-58000,2025-05-12,2029-11-04,Second Class,122175,United States,Vineland,New Jersey,8360,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,1637,5,2,0,2025,0,69.44444444444444,2.5,1.1,2,2,1,0.2905641504594007,0.011132103191320466,0,2,Lot's O' Nuts,40.7128,-74.006,35.75,-79.0,703.1,703.1,Lot's O' Nuts,1.0,0.5584
7612,US-2024-117632-CHO-NUT-13000,2025-05-12,2029-11-08,Standard Class,117632,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,1641,5,2,0,2025,0,71.34670487106017,2.4899999999999998,1.0,5,5,4,0.3265647099033929,0.1969014335434916,0,1,Lot's O' Nuts,40.7128,-74.006,37.5,-120.0,3939.3,414.8,Sugar Shack,9.4969,0.5584
7613,US-2024-117632-CHO-MIL-31000,2025-05-12,2029-11-08,Standard Class,117632,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,1641,5,2,0,2025,0,64.92307692307692,2.11,1.14,1,3,3,0.3265647099033929,0.1969014335434916,0,1,Wicked Choccy's,29.7604,-95.3698,37.5,-120.0,2428.5,414.8,Sugar Shack,5.8546,0.4073
7614,US-2024-106796-CHO-NUT-13000,2025-05-12,2029-11-09,Standard Class,106796,United States,Springfield,Ohio,45503,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,1642,5,2,0,2025,0,71.34670487106017,2.4899999999999998,1.0,5,5,4,0.2905641504594007,0.04774140710038246,0,1,Lot's O' Nuts,40.7128,-74.006,35.75,-79.0,703.1,703.1,Lot's O' Nuts,1.0,0.5584
7615,US-2024-117632-CHO-TRI-54000,2025-05-12,2029-11-08,Standard Class,117632,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,1641,5,2,0,2025,0,65.33333333333334,2.45,1.3,3,1,2,0.3265647099033929,0.1969014335434916,0,1,Wicked Choccy's,29.7604,-95.3698,37.5,-120.0,2428.5,414.8,Sugar Shack,5.8546,0.4073
7616,US-2024-158218-CHO-MIL-31000,2025-05-12,2029-11-05,Second Class,158218,United States,Houston,Texas,77041,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,1638,5,2,0,2025,0,64.92307692307692,2.11,1.14,1,3,3,0.22596120581762508,0.09462368822127068,0,2,Wicked Choccy's,29.7604,-95.3698,39.5,-98.35,1116.6,941.0,Secret Factory,1.1866,0.4073
7617,US-2024-152226-CHO-NUT-13000,2025-05-12,2029-11-06,Standard Class,152226,United States,Cincinnati,Ohio,45231,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,1639,5,2,0,2025,0,71.34670487106017,2.49,1.0,5,5,4,0.2905641504594007,0.04774140710038246,0,1,Lot's O' Nuts,40.7128,-74.006,35.75,-79.0,703.1,703.1,Lot's O' Nuts,1.0,0.5584
7618,US-2024-122175-CHO-NUT-13000,2025-05-12,2029-11-04,Second Class,122175,United States,Vineland,New Jersey,8360,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,1637,5,2,0,2025,0,71.34670487106017,2.49,1.0,5,5,4,0.2905641504594007,0.011132103191320466,0,2,Lot's O' Nuts,40.7128,-74.006,35.75,-79.0,703.1,703.1,Lot's O' Nuts,1.0,0.5584
7619,US-2024-104577-CHO-FUD-51000,2025-05-12,2029-11-07,Standard Class,104577,United States,Everett,Massachusetts,2149,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,1640,5,2,0,2025,0,66.66666666666666,2.4,1.2,4,4,5,0.2905641504594007,0.012744701204222235,0,1,Lot's O' Nuts,40.7128,-74.006,35.75,-79.0,703.1,703.1,Lot's O' Nuts,1.0,0.5584
7620,US-2024-158218-CHO-FUD-51000,2025-05-12,2029-11-05,Second Class,158218,United States,Houston,Texas,77041,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,1638,5,2,0,2025,0,66.66666666666666,2.4,1.2,4,4,5,0.22596120581762508,0.09462368822127068,0,2,Lot's O' Nuts,40.7128,-74.006,39.5,-98.35,2068.1,941.0,Secret Factory,2.1978,0.5584
7621,US-2024-117632-CHO-SCR-58000,2025-05-12,2029-11-08,Standard Class,117632,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1641,5,2,0,2025,0,69.44444444444444,2.5,1.1,2,2,1,0.3265647099033929,0.1969014335434916,0,1,Lot's O' Nuts,40.7128,-74.006,37.5,-120.0,3939.3,414.8,Sugar Shack,9.4969,0.5584
7622,US-2024-122175-CHO-SCR-58000,2025-05-12,2029-11-04,Second Class,122175,United States,Vineland,New Jersey,8360,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1637,5,2,0,2025,0,69.44444444444444,2.5,1.1,2,2,1,0.2905641504594007,0.011132103191320466,0,2,Lot's O' Nuts,40.7128,-74.006,35.75,-79.0,703.1,703.1,Lot's O' Nuts,1.0,0.5584
7623,US-2024-122175-CHO-MIL-31000,2025-05-12,2029-11-04,Second Class,122175,United States,Vineland,New Jersey,8360,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,1637,5,2,0,2025,0,64.92307692307693,2.1100000000000003,1.1400000000000001,1,3,3,0.2905641504594007,0.011132103191320466,0,2,Wicked Choccy's,29.7604,-95.3698,35.75,-79.0,1666.6,703.1,Lot's O' Nuts,2.3704,0.4073
7624,US-2024-137785-CHO-FUD-51000,2025-05-13,2029-11-07,Standard Class,137785,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,1639,5,2,1,2025,0,66.66666666666666,2.4,1.2,4,4,5,0.2905641504594007,0.05661464585156974,0,1,Lot's O' Nuts,40.7128,-74.006,35.75,-79.0,703.1,703.1,Lot's O' Nuts,1.0,0.5584
7625,US-2024-104318-CHO-NUT-13000,2025-05-13,2029-11-08,Standard Class,104318,United States,Franklin,Tennessee,37064,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,1640,5,2,1,2025,0,71.34670487106017,2.49,1.0,5,5,4,0.1569099338195813,0.01681124964849609,0,1,Lot's O' Nuts,40.7128,-74.006,30.25,-89.5,1817.6,567.8,Wicked Choccy's,3.2011,0.5584
7626,US-2024-161655-CHO-MIL-31000,2025-05-13,2029-11-08,Second Class,161655,United States,Newark,Delaware,19711,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,29.25,9,18.99,10.26,1640,5,2,1,2025,0,64.92307692307692,2.11,1.14,1,3,3,0.2905641504594007,0.009335280807805527,0,2,Wicked Choccy's,29.7604,-95.3698,35.75,-79.0,1666.6,703.1,Lot's O' Nuts,2.3704,0.4073
7627,US-2024-149048-CHO-NUT-13000,2025-05-13,2029-11-07,Standard Class,149048,United States,Columbus,Indiana,47201,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,1639,5,2,1,2025,0,71.34670487106017,2.4899999999999998,1.0,5,5,4,0.22596120581762508,0.014125608153776285,0,1,Lot's O' Nuts,40.7128,-74.006,39.5,-98.35,2068.1,941.0,Secret Factory,2.1978,0.5584
7628,US-2024-149048-CHO-SCR-58000,2025-05-13,2029-11-07,Standard Class,149048,United States,Columbus,Indiana,47201,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1639,5,2,1,2025,0,69.44444444444444,2.5,1.1,2,2,1,0.22596120581762508,0.014125608153776285,0,1,Lot's O' Nuts,40.7128,-74.006,39.5,-98.35,2068.1,941.0,Secret Factory,2.1978,0.5584
7629,US-2024-100748-CHO-SCR-58000,2025-05-13,2029-11-10,Standard Class,100748,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,28.8,8,20.0,8.8,1642,5,2,1,2025,0,69.44444444444444,2.5,1.1,2,2,1,0.3265647099033929,0.1969014335434916,0,1,Lot's O' Nuts,40.7128,-74.006,37.5,-120.0,3939.3,414.8,Sugar Shack,9.4969,0.5584
7630,US-2024-149048-OTH-GUM-21000,2025-05-13,2029-11-07,Standard Class,149048,United States,Columbus,Indiana,47201,Other,Interior,OTH-GUM-21000,Wonka Gum,3.75,3,1.95,1.8,1639,5,2,1,2025,0,52.0,0.65,0.6,6,8,7,0.22596120581762508,0.014125608153776285,0,1,Secret Factory,41.8781,-87.6298,39.5,-98.35,941.0,941.0,Secret Factory,1.0,0.0213
7631,US-2024-149048-CHO-NUT-13000,2025-05-13,2029-11-07,Standard Class,149048,United States,Columbus,Indiana,47201,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,1639,5,2,1,2025,0,71.34670487106017,2.49,1.0,5,5,4,0.22596120581762508,0.014125608153776285,0,1,Lot's O' Nuts,40.7128,-74.006,39.5,-98.35,2068.1,941.0,Secret Factory,2.1978,0.5584
7632,US-2024-149048-CHO-MIL-31000,2025-05-13,2029-11-07,Standard Class,149048,United States,Columbus,Indiana,47201,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,1639,5,2,1,2025,0,64.92307692307693,2.11,1.14,1,3,3,0.22596120581762508,0.014125608153776285,0,1,Wicked Choccy's,29.7604,-95.3698,39.5,-98.35,1116.6,941.0,Secret Factory,1.1866,0.4073
7633,US-2024-133361-CHO-SCR-58000,2025-05-14,2029-11-07,First Class,133361,United States,Baltimore,Maryland,21215,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1638,5,2,2,2025,0,69.44444444444444,2.5,1.1,2,2,1,0.2905641504594007,0.01041721107013553,0,3,Lot's O' Nuts,40.7128,-74.006,35.75,-79.0,703.1,703.1,Lot's O' Nuts,1.0,0.5584
7634,US-2024-161774-CHO-TRI-54000,2025-05-14,2029-11-05,First Class,161774,United States,Houston,Texas,77041,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,1636,5,2,2,2025,0,65.33333333333333,2.45,1.3,3,1,2,0.22596120581762508,0.09462368822127068,0,3,Wicked Choccy's,29.7604,-95.3698,39.5,-98.35,1116.6,941.0,Secret Factory,1.1866,0.4073
7635,US-2024-143686-CHO-NUT-13000,2025-05-14,2029-11-04,Same Day,143686,United States,Santa Ana,California,92704,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,1635,5,2,2,2025,0,71.34670487106017,2.49,1.0,5,5,4,0.3265647099033929,0.1969014335434916,0,4,Lot's O' Nuts,40.7128,-74.006,37.5,-120.0,3939.3,414.8,Sugar Shack,9.4969,0.5584
7636,US-2024-161774-CHO-MIL-31000,2025-05-14,2029-11-05,First Class,161774,United States,Houston,Texas,77041,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,1636,5,2,2,2025,0,64.92307692307693,2.1100000000000003,1.1400000000000001,1,3,3,0.22596120581762508,0.09462368822127068,0,3,Wicked Choccy's,29.7604,-95.3698,39.5,-98.35,1116.6,941.0,Secret Factory,1.1866,0.4073
7637,US-2024-133361-CHO-SCR-58000,2025-05-14,2029-11-07,First Class,133361,United States,Baltimore,Maryland,21215,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1638,5,2,2,2025,0,69.44444444444444,2.5,1.1,2,2,1,0.2905641504594007,0.01041721107013553,0,3,Lot's O' Nuts,40.7128,-74.006,35.75,-79.0,703.1,703.1,Lot's O' Nuts,1.0,0.5584
7638,US-2024-133361-CHO-NUT-13000,2025-05-14,2029-11-07,First Class,133361,United States,Baltimore,Maryland,21215,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,1638,5,2,2,2025,0,71.34670487106017,2.4899999999999998,1.0,5,5,4,0.2905641504594007,0.01041721107013553,0,3,Lot's O' Nuts,40.7128,-74.006,35.75,-79.0,703.1,703.1,Lot's O' Nuts,1.0,0.5584
7639,US-2024-133361-CHO-TRI-54000,2025-05-14,2029-11-07,First Class,133361,United States,Baltimore,Maryland,21215,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,1638,5,2,2,2025,0,65.33333333333333,2.45,1.3,3,1,2,0.2905641504594007,0.01041721107013553,0,3,Wicked Choccy's,29.7604,-95.3698,35.75,-79.0,1666.6,703.1,Lot's O' Nuts,2.3704,0.4073
7640,US-2024-154872-CHO-NUT-13000,2025-05-14,2029-11-08,Standard Class,154872,United States,Cleveland,Ohio,44105,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,1639,5,2,2,2025,0,71.34670487106017,2.4899999999999998,1.0,5,5,4,0.2905641504594007,0.04774140710038246,0,1,Lot's O' Nuts,40.7128,-74.006,35.75,-79.0,703.1,703.1,Lot's O' Nuts,1.0,0.5584
7641,US-2024-133641-CHO-NUT-13000,2025-05-14,2029-11-11,Standard Class,133641,United States,Gulfport,Mississippi,39503,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,31.41,9,22.41,9.0,1642,5,2,2,2025,0,71.34670487106017,2.49,1.0,5,5,4,0.1569099338195813,0.005954001883010048,0,1,Lot's O' Nuts,40.7128,-74.006,30.25,-89.5,1817.6,567.8,Wicked Choccy's,3.2011,0.5584
7642,US-2024-154872-CHO-TRI-54000,2025-05-14,2029-11-08,Standard Class,154872,United States,Cleveland,Ohio,44105,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1639,5,2,2,2025,0,65.33333333333334,2.45,1.3,3,1,2,0.2905641504594007,0.04774140710038246,0,1,Wicked Choccy's,29.7604,-95.3698,35.75,-79.0,1666.6,703.1,Lot's O' Nuts,2.3704,0.4073
7643,US-2024-133361-CHO-FUD-51000,2025-05-14,2029-11-07,First Class,133361,United States,Baltimore,Maryland,21215,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,1638,5,2,2,2025,0,66.66666666666666,2.4,1.2,4,4,5,0.2905641504594007,0.01041721107013553,0,3,Lot's O' Nuts,40.7128,-74.006,35.75,-79.0,703.1,703.1,Lot's O' Nuts,1.0,0.5584
7644,US-2024-161774-CHO-FUD-51000,2025-05-14,2029-11-05,First Class,161774,United States,Houston,Texas,77041,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,1636,5,2,2,2025,0,66.66666666666666,2.4,1.2,4,4,5,0.22596120581762508,0.09462368822127068,0,3,Lot's O' Nuts,40.7128,-74.006,39.5,-98.35,2068.1,941.0,Secret Factory,2.1978,0.5584
7645,US-2024-154872-CHO-MIL-31000,2025-05-14,2029-11-08,Standard Class,154872,United States,Cleveland,Ohio,44105,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,1639,5,2,2,2025,0,64.92307692307692,2.11,1.14,1,3,3,0.2905641504594007,0.04774140710038246,0,1,Wicked Choccy's,29.7604,-95.3698,35.75,-79.0,1666.6,703.1,Lot's O' Nuts,2.3704,0.4073
7646,US-2024-161774-CHO-SCR-58000,2025-05-14,2029-11-05,First Class,161774,United States,Houston,Texas,77041,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1636,5,2,2,2025,0,69.44444444444444,2.5,1.1,2,2,1,0.22596120581762508,0.09462368822127068,0,3,Lot's O' Nuts,40.7128,-74.006,39.5,-98.35,2068.1,941.0,Secret Factory,2.1978,0.5584
7647,US-2024-129357-CHO-MIL-31000,2025-05-14,2029-11-09,Standard Class,129357,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,29.25,9,18.99,10.26,1640,5,2,2,2025,0,64.92307692307692,2.11,1.14,1,3,3,0.3265647099033929,0.048814873762224875,0,1,Wicked Choccy's,29.7604,-95.3698,37.5,-120.0,2428.5,414.8,Sugar Shack,5.8546,0.4073
7648,US-2024-115546-CHO-SCR-58000,2025-05-14,2029-11-08,Standard Class,115546,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1639,5,2,2,2025,0,69.44444444444444,2.5,1.1,2,2,1,0.2905641504594007,0.10961089090468343,0,1,Lot's O' Nuts,40.7128,-74.006,35.75,-79.0,703.1,703.1,Lot's O' Nuts,1.0,0.5584
7649,US-2024-129357-CHO-TRI-54000,2025-05-14,2029-11-09,Standard Class,129357,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,1640,5,2,2,2025,0,65.33333333333333,2.45,1.3,3,1,2,0.3265647099033929,0.048814873762224875,0,1,Wicked Choccy's,29.7604,-95.3698,37.5,-120.0,2428.5,414.8,Sugar Shack,5.8546,0.4073
7650,US-2024-143686-CHO-FUD-51000,2025-05-14,2029-11-04,Same Day,143686,United States,Santa Ana,California,92704,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4,1635,5,2,2,2025,0,66.66666666666667,2.4,1.2,4,4,5,0.3265647099033929,0.1969014335434916,0,4,Lot's O' Nuts,40.7128,-74.006,37.5,-120.0,3939.3,414.8,Sugar Shack,9.4969,0.5584
7651,US-2024-133361-CHO-NUT-13000,2025-05-14,2029-11-07,First Class,133361,United States,Baltimore,Maryland,21215,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,1638,5,2,2,2025,0,71.34670487106017,2.4899999999999998,1.0,5,5,4,0.2905641504594007,0.01041721107013553,0,3,Lot's O' Nuts,40.7128,-74.006,35.75,-79.0,703.1,703.1,Lot's O' Nuts,1.0,0.5584
7652,US-2024-115546-CHO-FUD-51000,2025-05-14,2029-11-08,Standard Class,115546,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,1639,5,2,2,2025,0,66.66666666666666,2.4,1.2,4,4,5,0.2905641504594007,0.10961089090468343,0,1,Lot's O' Nuts,40.7128,-74.006,35.75,-79.0,703.1,703.1,Lot's O' Nuts,1.0,0.5584
7653,US-2024-161774-CHO-TRI-54000,2025-05-14,2029-11-05,First Class,161774,United States,Houston,Texas,77041,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,1636,5,2,2,2025,0,65.33333333333334,2.45,1.3,3,1,2,0.22596120581762508,0.09462368822127068,0,3,Wicked Choccy's,29.7604,-95.3698,39.5,-98.35,1116.6,941.0,Secret Factory,1.1866,0.4073
7654,US-2024-110604-CHO-SCR-58000,2025-05-15,2029-11-10,Standard Class,110604,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1640,5,2,3,2025,0,69.44444444444444,2.5,1.1,2,2,1,0.3265647099033929,0.048814873762224875,0,1,Lot's O' Nuts,40.7128,-74.006,37.5,-120.0,3939.3,414.8,Sugar Shack,9.4969,0.5584
7655,US-2024-110604-CHO-MIL-31000,2025-05-15,2029-11-10,Standard Class,110604,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,1640,5,2,3,2025,0,64.92307692307692,2.11,1.14,1,3,3,0.3265647099033929,0.048814873762224875,0,1,Wicked Choccy's,29.7604,-95.3698,37.5,-120.0,2428.5,414.8,Sugar Shack,5.8546,0.4073
7656,US-2024-110604-CHO-SCR-58000,2025-05-15,2029-11-10,Standard Class,110604,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1640,5,2,3,2025,0,69.44444444444444,2.5,1.1,2,2,1,0.3265647099033929,0.048814873762224875,0,1,Lot's O' Nuts,40.7128,-74.006,37.5,-120.0,3939.3,414.8,Sugar Shack,9.4969,0.5584
7657,US-2024-102414-CHO-TRI-54000,2025-05-15,2029-11-08,Second Class,102414,United States,Phoenix,Arizona,85023,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1638,5,2,3,2025,0,65.33333333333334,2.45,1.3,3,1,2,0.3265647099033929,0.025302991607705348,0,2,Wicked Choccy's,29.7604,-95.3698,37.5,-120.0,2428.5,414.8,Sugar Shack,5.8546,0.4073
7658,US-2024-152569-CHO-FUD-51000,2025-05-15,2029-11-10,Standard Class,152569,United States,Chicago,Illinois,60653,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,1640,5,2,3,2025,0,66.66666666666666,2.4,1.2,4,4,5,0.22596120581762508,0.04865836768320856,0,1,Lot's O' Nuts,40.7128,-74.006,39.5,-98.35,2068.1,941.0,Secret Factory,2.1978,0.5584
7659,US-2024-102414-CHO-MIL-31000,2025-05-15,2029-11-08,Second Class,102414,United States,Phoenix,Arizona,85023,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,1638,5,2,3,2025,0,64.92307692307693,2.11,1.14,1,3,3,0.3265647099033929,0.025302991607705348,0,2,Wicked Choccy's,29.7604,-95.3698,37.5,-120.0,2428.5,414.8,Sugar Shack,5.8546,0.4073
7660,US-2024-152569-CHO-SCR-58000,2025-05-15,2029-11-10,Standard Class,152569,United States,Chicago,Illinois,60653,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1640,5,2,3,2025,0,69.44444444444444,2.5,1.1,2,2,1,0.22596120581762508,0.04865836768320856,0,1,Lot's O' Nuts,40.7128,-74.006,39.5,-98.35,2068.1,941.0,Secret Factory,2.1978,0.5584
7661,US-2024-102414-CHO-SCR-58000,2025-05-15,2029-11-08,Second Class,102414,United States,Phoenix,Arizona,85023,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,1638,5,2,3,2025,0,69.44444444444444,2.5,1.1,2,2,1,0.3265647099033929,0.025302991607705348,0,2,Lot's O' Nuts,40.7128,-74.006,37.5,-120.0,3939.3,414.8,Sugar Shack,9.4969,0.5584
7662,US-2024-166576-CHO-TRI-54000,2025-05-16,2029-11-08,First Class,166576,United States,Akron,Ohio,44312,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1637,5,2,4,2025,0,65.33333333333334,2.45,1.3,3,1,2,0.2905641504594007,0.04774140710038246,0,3,Wicked Choccy's,29.7604,-95.3698,35.75,-79.0,1666.6,703.1,Lot's O' Nuts,2.3704,0.4073
